ID,Year,Games_Won,Games_Lost,Games_Drawn,Points_For,Points_Against,Percentage,Ladder_Position,Finals,Teams,Average_Age,Ladder_Position_Prev,Teams_Prev,Ladder_Position_Next,Teams_Next,Close_Games_Won,Close_Games_Lost,Away_Games_Won,Last_Five,Average_Attendance,Players_Used,Victorian
1184,195x,6,12,0,1209,1482,81.58,10,,12,23.0,8.0,12.0,10,12,3,3,4,1,21227.0,46,False
744,201x,16,6,0,2123,1823,116.46,4,Finalist,18,24.3,1.0,17.0,6,18,4,0,8,2,56641.0,37,True
87,194x,7,11,0,1549,1760,88.01,9,,12,24.2,10.0,12.0,12,12,4,1,2,3,9346.0,44,True
1461,198x,10,12,0,2197,2180,100.78,7,,12,23.3,4.0,12.0,6,12,3,5,5,1,28598.0,36,True
281,200x,7,15,0,2089,2431,85.93,15,,16,23.2,16.0,16.0,9,16,3,2,4,1,43243.0,37,True
1454,192x,6,12,0,1131,1325,85.36,10,,12,24.7,10.0,12.0,7,12,1,2,3,2,13082.0,39,True
1181,199x,14,7,1,2512,2087,120.36,4,Finalist,15,24.7,9.0,14.0,6,15,2,2,7,4,29703.0,38,True
1462,195x,4,14,0,1136,1515,74.98,11,,12,23.6,12.0,12.0,11,12,2,1,1,0,11222.0,36,True
645,191x,12,6,0,1205,1049,114.87,3,Premier,10,25.2,1.0,10.0,8,10,5,2,6,4,31373.0,31,True
1196,201x,14,8,0,1822,1664,109.5,6,Finalist,18,25.0,6.0,18.0,15,18,5,3,9,3,34342.0,36,False
1512,194x,2,18,0,1305,2097,62.23,12,,12,25.8,9.0,12.0,11,12,1,2,0,0,9100.0,46,True
518,195x,10,6,2,1373,1305,105.21,5,,12,24.5,5.0,12.0,3,12,0,1,5,2,19496.0,31,True
282,190x,9,8,0,935,796,117.46,3,Finalist,8,23.5,6.0,8.0,3,10,2,2,5,2,26100.0,31,True
820,189x,13,4,0,888,451,196.9,1,Runner-up,8,24.7,2.0,8.0,4,8,1,1,6,2,16538.0,34,True
372,199x,16,6,0,2422,1671,144.94,3,Finalist,16,24.6,16.0,16.0,6,16,0,2,8,4,25612.0,36,False
637,200x,10,12,0,2142,2135,100.33,10,,16,24.6,10.0,16.0,5,16,2,4,4,1,28299.0,33,True
2,192x,6,11,1,1335,1558,85.69,9,,12,25.6,8.0,12.0,8,12,1,4,1,2,13941.0,34,True
6,199x,4,18,0,1837,2771,66.29,14,,15,23.4,12.0,14.0,10,15,2,1,1,3,13562.0,41,True
320,193x,4,14,0,1409,1722,81.82,11,,12,23.8,10.0,12.0,3,12,2,3,2,1,12142.0,47,True
1140,198x,8,14,0,1792,2274,78.8,10,,14,25.7,13.0,14.0,14,14,3,0,2,4,11439.0,35,False
1099,191x,3,15,0,863,1333,64.74,9,,10,22.6,8.0,10.0,7,10,2,2,1,0,8457.0,37,True
680,191x,10,8,0,951,837,113.62,5,,10,23.8,8.0,10.0,5,10,3,3,5,2,10050.0,38,True
374,192x,5,10,1,1134,1228,92.35,7,,9,25.7,7.0,9.0,9,12,2,3,2,2,24606.0,32,True
1598,197x,7,15,0,1790,2018,88.7,10,,12,24.0,5.0,12.0,6,12,1,6,4,1,20555.0,35,True
222,196x,13,7,0,2025,2050,98.78,5,,12,22.4,6.0,12.0,8,12,5,1,5,3,20377.0,34,True
1358,190x,6,12,0,940,1275,73.73,9,,10,24.4,,,8,10,5,1,1,2,10333.0,34,True
29,199x,8,14,0,1814,2258,80.34,14,,16,23.7,13.0,15.0,10,16,2,1,6,3,20497.0,39,True
1167,202x,3,14,0,826,1283,64.38,18,,18,24.7,11.0,18.0,15,18,0,2,2,3,7012.0,38,False
994,196x,8,10,0,1258,1417,88.78,7,,12,22.1,11.0,12.0,8,12,5,3,3,2,24658.0,39,True
1483,194x,3,16,0,1153,1886,61.13,12,,12,23.8,11.0,12.0,12,12,2,1,1,1,9054.0,36,True
762,190x,7,10,0,864,1011,85.46,5,,8,24.6,2.0,8.0,7,10,3,3,3,3,,34,True
653,198x,15,7,0,2342,1961,119.43,3,Finalist,14,25.1,1.0,14.0,8,14,3,1,7,2,31917.0,36,True
1573,196x,9,9,0,1365,1386,98.48,7,,12,22.4,9.0,12.0,8,12,2,0,3,2,30220.0,33,True
735,200x,11,11,0,1882,1870,100.64,9,,16,23.7,5.0,16.0,10,16,3,2,6,1,31345.0,33,False
707,196x,5,13,0,1241,1766,70.27,10,,12,22.2,9.0,12.0,6,12,0,0,2,2,15608.0,40,True
1257,194x,14,4,0,1948,1619,120.32,1,Finalist,12,25.8,5.0,12.0,5,11,3,3,7,3,21497.0,30,True
639,190x,7,9,1,816,975,83.69,5,,8,24.4,5.0,8.0,5,8,3,3,3,1,,36,False
975,191x,6,9,0,735,927,79.29,5,,6,24.7,,,7,8,4,1,3,2,,25,True
263,190x,10,7,0,835,738,113.14,4,Finalist,8,24.8,6.0,8.0,4,8,3,3,5,3,16000.0,30,True
27,201x,7,15,0,1568,1978,79.27,14,,18,25.0,18.0,18.0,16,18,2,4,2,1,35657.0,35,True
346,195x,9,8,1,1390,1366,101.76,5,,12,22.6,2.0,12.0,2,12,3,3,3,3,27849.0,37,True
587,197x,11,11,0,1968,2076,94.8,7,,12,23.3,5.0,12.0,5,12,4,3,5,3,19350.0,36,True
49,199x,10,12,0,1978,2021,97.87,10,,16,24.4,6.0,16.0,16,16,2,1,4,1,30853.0,35,True
111,197x,13,9,0,2269,1999,113.51,4,Finalist,12,24.6,1.0,12.0,7,12,4,3,5,4,35017.0,33,True
359,201x,12,10,0,1702,1784,95.4,8,Finalist,18,25.1,11.0,18.0,13,18,5,4,5,1,48704.0,38,True
57,197x,9,13,0,1774,2155,82.32,9,,12,23.0,10.0,12.0,6,12,5,2,4,2,16771.0,37,True
923,198x,13,9,0,2332,2014,115.79,3,Finalist,12,25.4,5.0,12.0,4,12,1,2,7,2,31670.0,36,True
220,199x,5,17,0,1904,2704,70.41,13,,14,25.2,7.0,14.0,12,15,4,1,2,2,13152.0,46,False
125,200x,11,11,0,1933,2029,95.27,9,,16,23.5,12.0,16.0,12,16,4,1,6,1,30285.0,37,True
997,195x,8,9,1,1528,1637,93.34,8,,12,24.6,2.0,12.0,7,12,6,3,4,1,24032.0,35,True
830,191x,2,9,1,711,871,81.63,4,Premier,4,25.5,3.0,9.0,4,6,2,3,1,3,15462.0,33,True
74,199x,8,12,2,2043,2111,96.78,10,,16,24.1,8.0,15.0,11,16,2,2,1,2,46975.0,37,True
1406,199x,16,6,0,2384,1836,129.85,2,Finalist,15,24.3,10.0,15.0,9,15,0,2,6,3,29913.0,34,True
886,198x,5,17,0,2140,2709,79.0,9,,12,24.4,11.0,12.0,12,12,1,3,2,0,23431.0,39,True
1080,196x,12,5,1,1510,1151,131.19,2,Finalist,12,23.8,1.0,12.0,3,12,2,4,7,3,39661.0,32,True
47,198x,6,16,0,1965,2527,77.76,11,,12,23.9,9.0,12.0,11,12,1,3,1,1,20084.0,40,True
1368,194x,11,8,0,1761,1705,103.28,7,,12,23.8,10.0,12.0,9,12,2,2,4,4,13810.0,33,True
536,196x,13,5,0,1625,1323,122.83,3,Runner-up,12,23.0,3.0,12.0,3,12,3,2,5,3,35274.0,33,True
996,192x,8,8,0,947,959,98.75,6,,9,25.6,7.0,9.0,9,9,3,0,3,2,21659.0,32,True
932,193x,11,6,1,1534,1453,105.57,5,,12,25.0,10.0,12.0,8,12,3,2,4,3,18137.0,34,True
991,191x,14,3,1,1256,977,128.56,2,Finalist,10,24.8,1.0,10.0,2,10,3,1,7,3,19030.0,29,False
943,192x,5,13,0,1058,1563,67.69,11,,12,23.6,11.0,12.0,12,12,3,3,2,1,12089.0,36,True
547,197x,6,16,0,2424,2666,90.92,10,,12,24.2,8.0,12.0,6,12,1,2,1,2,18252.0,41,False
1459,201x,8,14,0,1926,2262,85.15,15,,18,24.4,15.0,18.0,14,18,3,2,3,3,23351.0,38,True
618,192x,10,6,0,1189,924,128.68,3,Finalist,9,25.7,3.0,9.0,1,9,1,1,4,4,40282.0,37,True
477,194x,15,5,0,1902,1477,128.77,2,Finalist,12,24.0,10.0,12.0,2,12,2,6,6,3,18979.0,37,True
930,198x,13,9,0,2313,2114,109.41,6,,12,24.8,8.0,12.0,2,12,2,1,6,3,23604.0,35,True
1383,198x,18,4,0,2556,1994,128.18,1,Premier,12,25.0,4.0,12.0,1,12,2,2,9,3,32655.0,34,True
883,194x,4,14,0,1381,1840,75.05,12,,12,24.3,9.0,12.0,9,12,2,1,1,0,8944.0,41,True
1153,201x,11,9,1,1853,1833,101.09,10,,18,25.4,3.0,18.0,2,18,3,0,5,2,34289.0,35,True
62,200x,14,8,0,2143,2078,103.13,5,Finalist,16,23.5,13.0,16.0,9,16,3,0,4,3,30341.0,32,False
1014,191x,10,4,0,956,659,145.07,2,Runner-up,8,25.5,1.0,6.0,1,9,1,3,4,3,33818.0,27,True
94,201x,17,5,0,2134,1800,118.56,3,Finalist,18,25.4,3.0,18.0,12,18,6,1,7,2,42327.0,36,True
681,199x,11,11,0,2277,2187,104.12,8,,14,25.1,8.0,14.0,11,15,0,2,4,2,29036.0,42,True
1129,196x,10,8,0,1275,1234,103.32,6,,12,23.2,4.0,12.0,10,12,5,4,5,3,27375.0,32,True
201,196x,11,7,0,1314,1150,114.26,4,Runner-up,12,22.3,3.0,12.0,9,12,5,4,4,4,38034.0,38,True
289,201x,12,10,0,2347,1903,123.33,9,,18,25.8,6.0,17.0,16,18,0,4,5,3,31604.0,34,True
712,191x,13,5,0,993,812,122.29,2,Premier,10,25.1,3.0,10.0,4,10,4,1,5,5,29966.0,34,True
369,201x,10,12,0,1824,1834,99.45,12,,18,25.2,9.0,18.0,17,18,1,2,4,3,27429.0,35,True
532,199x,14,8,0,2579,2098,122.93,5,Finalist,15,25.5,2.0,15.0,4,15,1,2,8,4,31295.0,33,True
927,191x,1,17,0,721,1383,52.13,10,,10,22.1,6.0,10.0,10,10,0,0,0,0,5919.0,38,True
1146,192x,15,2,0,1564,1024,152.73,1,Premier,12,24.5,5.0,9.0,2,12,5,2,7,4,20256.0,29,True
189,200x,9,13,0,2161,2371,91.14,13,,16,24.5,4.0,16.0,7,16,1,2,5,1,30209.0,37,True
1530,198x,7,15,0,2073,2293,90.41,9,,12,24.1,3.0,12.0,9,12,1,3,1,0,22352.0,41,True
1118,190x,11,6,0,1232,878,140.32,3,Finalist,8,25.4,1.0,8.0,4,8,0,2,5,3,15000.0,32,True
115,189x,12,5,0,931,467,199.36,2,,8,25.1,4.0,8.0,2,8,2,2,5,4,,26,True
950,199x,14,8,0,2415,2009,120.21,6,Finalist,15,24.7,4.0,15.0,12,15,4,2,5,2,35387.0,35,True
44,192x,3,15,0,1085,1476,73.51,11,,12,23.9,12.0,12.0,11,12,2,3,2,0,12115.0,38,True
763,190x,15,2,0,1121,562,199.47,1,Premier,8,26.4,3.0,8.0,1,8,2,0,8,4,24101.0,30,True
1047,199x,7,14,1,2083,2386,87.3,11,,15,24.0,5.0,15.0,10,15,2,2,3,2,26106.0,41,True
211,200x,16,6,0,2473,1918,128.94,3,Finalist,16,24.7,14.0,16.0,1,16,4,2,7,3,27886.0,32,False
1338,191x,5,13,0,952,1048,90.84,8,,10,23.2,6.0,10.0,5,10,0,2,3,1,7318.0,30,True
54,195x,8,9,1,1341,1253,107.02,7,,12,24.2,8.0,12.0,4,12,1,2,4,1,22487.0,34,True
1218,201x,4,18,0,1580,2341,67.49,16,,18,24.0,13.0,17.0,17,18,1,0,2,2,28106.0,38,True
560,195x,15,3,0,1546,1079,143.28,1,Runner-up,12,23.3,1.0,12.0,1,12,2,1,7,2,30858.0,29,True
70,196x,14,4,0,1573,1154,136.31,1,Runner-up,12,22.7,6.0,12.0,2,12,4,1,6,3,36025.0,36,True
1179,193x,14,2,2,1895,1561,121.4,2,Premier,12,23.8,4.0,12.0,2,12,3,0,6,4,22032.0,33,True
1265,201x,7,15,0,1609,1905,84.46,16,,18,24.4,18.0,18.0,11,18,3,4,3,2,39471.0,37,True
1470,201x,15,6,1,2134,1818,117.38,2,Finalist,18,25.2,2.0,18.0,8,18,5,0,6,3,39824.0,36,True
854,201x,15,7,0,1930,1568,123.09,5,Finalist,18,24.7,8.0,18.0,13,18,2,2,9,4,49763.0,38,True
190,201x,3,19,0,1437,2356,60.99,18,,18,25.3,15.0,18.0,7,18,1,1,0,2,36415.0,39,True
143,194x,12,7,0,1726,1582,109.1,4,Finalist,12,24.2,5.0,12.0,5,12,4,1,5,3,24757.0,41,True
814,199x,8,14,0,2314,2299,100.65,12,,16,23.6,15.0,15.0,1,16,0,3,3,3,18957.0,35,False
138,189x,0,17,0,410,1255,32.67,8,,8,23.0,8.0,8.0,8,8,0,1,0,0,,56,True
82,201x,11,11,0,1742,1602,108.74,9,,18,26.0,4.0,18.0,15,18,2,3,4,3,35801.0,34,True
1527,191x,3,11,1,761,954,79.77,6,,6,23.4,3.0,4.0,6,8,0,3,0,1,,36,True
110,199x,9,13,0,2328,2313,100.65,9,,14,23.8,12.0,14.0,4,15,2,4,3,1,27814.0,40,True
1260,195x,10,8,0,1562,1256,124.36,4,Finalist,12,23.8,8.0,12.0,1,12,3,4,5,2,24122.0,35,True
556,196x,13,5,0,1470,1069,137.51,5,,12,22.9,1.0,12.0,3,12,1,2,6,3,30402.0,31,True
834,194x,10,5,0,1345,1234,109.0,3,Finalist,11,26.4,6.0,11.0,2,12,4,1,3,3,14953.0,42,True
492,191x,15,2,1,1207,677,178.29,1,Premier,10,25.0,4.0,10.0,3,10,5,1,7,5,26043.0,31,True
172,198x,5,17,0,2174,2661,81.7,11,,12,24.3,1.0,12.0,5,12,1,2,3,2,17675.0,43,True
255,198x,16,6,0,2323,1821,127.57,4,Finalist,12,24.5,7.0,12.0,4,12,2,4,8,3,34821.0,35,True
316,195x,5,12,1,1368,1551,88.2,12,,12,22.6,3.0,12.0,12,12,2,3,2,1,20628.0,41,True
458,199x,13,9,0,1969,1770,111.24,5,Finalist,16,24.7,4.0,16.0,7,16,0,2,5,2,31013.0,37,False
1469,196x,13,4,1,1485,1137,130.61,1,Runner-up,12,23.3,9.0,12.0,5,12,3,1,6,2,33944.0,33,True
344,196x,9,9,0,1379,1267,108.84,6,,12,23.6,3.0,12.0,4,12,2,5,4,3,26836.0,33,True
935,202x,18,5,0,2142,1687,126.97,1,Premier,18,26.1,4.0,18.0,9,18,8,1,8,4,64429.0,37,True
100,202x,7,13,2,1629,1912,85.2,14,,18,24.8,15.0,18.0,13,18,2,2,3,3,21114.0,38,True
862,200x,12,10,0,2011,1999,100.6,9,,16,24.3,10.0,16.0,15,16,5,2,5,4,31181.0,36,True
1599,193x,14,3,1,1834,1355,135.35,2,Finalist,12,24.8,4.0,12.0,9,12,2,1,6,2,16835.0,30,True
754,194x,13,4,1,1678,1280,131.09,2,Premier,12,26.7,3.0,11.0,6,12,3,1,5,5,17025.0,44,True
1005,194x,4,15,0,1332,1902,70.03,11,,12,25.0,12.0,12.0,12,12,1,1,2,1,11474.0,45,True
960,201x,13,9,0,2017,1863,108.27,5,Finalist,16,25.1,12.0,16.0,7,17,3,4,6,4,30593.0,36,False
431,193x,12,6,0,1572,1339,117.4,4,Finalist,12,25.6,1.0,12.0,6,12,2,2,5,3,23651.0,31,True
105,197x,12,10,0,2251,2166,103.92,4,Finalist,12,23.2,11.0,12.0,8,12,6,3,2,2,25925.0,29,True
446,194x,11,8,0,1724,1688,102.13,6,,12,24.9,4.0,12.0,1,12,4,2,3,2,26000.0,36,True
76,196x,13,5,0,1680,1136,147.89,3,Finalist,12,22.7,3.0,12.0,1,12,2,3,4,4,40010.0,31,True
1452,201x,12,10,0,1780,1654,107.62,10,,18,25.5,5.0,18.0,10,18,3,4,5,1,33669.0,34,False
1580,200x,13,8,1,2146,1957,109.66,7,Finalist,16,24.8,7.0,16.0,14,16,4,2,5,2,36699.0,35,True
1471,201x,13,8,1,1898,1661,114.27,7,Finalist,18,25.1,4.0,18.0,6,18,2,2,5,2,23040.0,38,False
311,194x,12,3,0,1426,1122,127.09,1,Premier,11,25.0,4.0,12.0,2,11,3,1,4,4,14083.0,31,True
1399,199x,7,15,0,1988,2530,78.58,11,,14,23.5,14.0,14.0,13,15,0,0,2,1,20233.0,38,True
1367,198x,11,11,0,1880,1803,104.27,8,,14,23.7,7.0,14.0,13,14,1,3,4,3,15910.0,41,True
1326,194x,10,9,0,1769,1564,113.11,6,,12,24.6,1.0,12.0,2,12,3,4,5,3,23335.0,34,True
844,197x,12,10,0,2024,1922,105.31,5,Finalist,12,23.3,4.0,12.0,10,12,1,2,4,3,27414.0,33,True
779,191x,10,7,1,1008,952,105.88,5,,10,24.6,9.0,10.0,6,10,1,0,3,2,6322.0,30,True
750,190x,10,8,0,955,942,101.38,3,Finalist,10,24.7,3.0,8.0,10,10,3,0,4,2,25531.0,36,True
398,195x,10,8,0,1551,1327,116.88,6,,12,23.5,6.0,12.0,9,12,1,3,5,4,22864.0,33,True
242,193x,13,5,0,1531,1297,118.04,4,Finalist,12,23.9,7.0,12.0,2,12,7,3,6,2,24131.0,33,False
1349,193x,3,15,0,1145,1395,82.08,11,,12,23.9,10.0,12.0,12,12,0,7,1,0,9923.0,37,True
274,200x,12,9,1,2031,1698,119.61,7,Finalist,16,25.3,4.0,16.0,6,16,1,2,4,2,36407.0,33,False
314,202x,15,7,0,1994,1501,132.84,5,Runner-up,18,25.2,7.0,18.0,8,18,3,2,8,3,25018.0,41,True
896,199x,13,9,0,2188,2005,109.13,6,Finalist,15,24.9,4.0,15.0,15,16,1,0,6,3,27999.0,33,True
122,191x,9,9,0,912,995,91.66,7,,10,24.8,4.0,10.0,3,10,2,2,3,3,8618.0,32,True
1313,196x,11,7,0,1251,1192,104.95,5,,12,23.0,7.0,12.0,1,12,4,3,7,5,17835.0,36,True
688,195x,11,6,1,1355,1361,99.56,3,Finalist,12,24.0,7.0,12.0,11,12,5,0,5,3,20413.0,36,True
256,192x,6,12,0,1081,1427,75.75,9,,12,24.4,6.0,12.0,7,12,2,3,3,2,14597.0,40,True
1180,198x,12,10,0,2621,2537,103.31,7,,12,24.0,9.0,12.0,11,12,1,4,5,2,17659.0,31,False
1206,200x,14,8,0,2447,2304,106.21,4,Finalist,16,25.3,2.0,16.0,13,16,6,1,6,2,33471.0,36,True
73,194x,11,8,1,1730,1452,119.15,6,,12,26.3,2.0,12.0,8,12,3,4,7,3,14125.0,39,True
96,202x,11,10,1,1768,1773,99.72,7,Finalist,18,25.2,10.0,18.0,16,18,4,3,7,4,15051.0,39,False
973,193x,12,6,0,1161,1054,110.15,5,,12,25.1,11.0,12.0,7,12,5,2,7,5,17625.0,31,True
35,202x,5,12,0,1004,1194,84.09,15,,18,26.0,9.0,18.0,14,18,1,2,2,1,7427.0,40,True
817,199x,4,18,0,1477,2429,60.81,16,,16,24.9,14.0,16.0,4,16,0,2,2,1,27896.0,38,True
1408,199x,9,13,0,1977,2170,91.11,12,,16,23.6,9.0,16.0,9,16,3,3,3,1,40234.0,36,True
460,189x,4,13,0,415,692,59.97,7,,8,24.5,7.0,8.0,7,8,1,1,1,2,,35,True
457,196x,7,11,0,1126,1283,87.76,9,,12,22.0,5.0,12.0,7,12,1,1,3,1,21824.0,40,True
789,202x,9,8,0,1063,986,107.81,9,,18,25.3,17.0,18.0,1,18,3,2,5,3,2877.0,36,True
733,193x,7,11,0,1589,1660,95.72,8,,12,25.0,5.0,12.0,7,12,3,3,1,1,15937.0,35,True
1015,193x,6,11,1,1527,1698,89.93,9,,12,24.2,1.0,12.0,12,12,2,1,1,1,16008.0,36,False
1237,194x,10,9,0,1733,1485,116.7,6,,12,23.8,5.0,12.0,6,12,3,1,4,3,18654.0,38,True
1221,199x,16,6,0,2660,2021,131.62,3,Finalist,15,25.0,10.0,14.0,1,15,1,3,7,3,27430.0,36,True
1116,195x,8,10,0,1382,1391,99.35,8,,12,23.7,5.0,12.0,7,12,4,5,3,3,25291.0,37,True
79,200x,15,7,0,2174,1778,122.27,4,Finalist,16,24.0,8.0,16.0,1,16,2,2,9,2,56943.0,37,True
86,198x,3,19,0,2066,3035,68.07,12,,12,23.2,11.0,12.0,7,12,1,2,1,0,17583.0,41,True
1491,191x,9,9,0,985,996,98.9,6,,10,26.0,7.0,10.0,9,10,4,3,3,2,7088.0,35,True
84,199x,10,11,1,1858,1943,95.63,9,,16,24.0,13.0,16.0,8,16,4,2,5,5,33340.0,34,True
469,192x,14,4,0,1483,1102,134.57,2,Runner-up,12,24.2,7.0,12.0,2,12,3,1,7,3,24053.0,31,True
1052,200x,12,10,0,2602,2222,117.1,6,Finalist,16,23.9,3.0,16.0,2,16,1,3,5,4,26951.0,36,False
691,202x,11,11,0,1953,1790,109.11,8,Finalist,18,24.8,13.0,18.0,15,18,1,5,6,3,27790.0,37,True
1557,191x,10,8,0,1264,1016,124.41,5,,10,24.3,4.0,10.0,4,10,0,3,4,4,6193.0,27,True
1264,197x,2,20,0,1513,2323,65.13,11,,12,22.1,12.0,12.0,12,12,0,2,0,0,14659.0,45,False
448,200x,12,10,0,2282,2228,102.42,8,Finalist,16,24.3,8.0,16.0,13,16,3,1,6,3,46165.0,34,True
788,190x,10,7,0,867,741,117.0,3,Finalist,8,25.3,1.0,8.0,1,8,5,4,6,4,25000.0,31,True
891,192x,8,10,0,1178,1564,75.32,7,,12,23.7,9.0,12.0,6,12,6,1,2,2,14083.0,38,True
659,191x,13,5,0,1158,984,117.68,3,Finalist,10,24.8,7.0,10.0,5,10,4,2,6,1,20583.0,28,True
884,194x,9,9,0,1358,1402,96.86,7,,12,24.7,8.0,11.0,1,12,1,3,4,3,13750.0,43,False
941,192x,6,11,1,1268,1464,86.61,9,,12,23.7,7.0,12.0,11,12,3,2,1,0,14077.0,41,True
1038,199x,5,17,0,1981,2403,82.44,15,,16,24.0,15.0,16.0,12,16,0,3,2,0,23729.0,39,False
1441,199x,16,6,0,2558,1939,131.92,2,Runner-up,16,24.2,4.0,15.0,7,16,2,4,8,3,36149.0,32,True
1212,190x,7,9,2,902,901,100.11,7,,10,22.4,6.0,10.0,6,10,1,2,4,1,9292.0,36,True
414,200x,10,12,0,2184,2394,91.23,12,,16,24.4,15.0,16.0,12,16,6,2,4,1,49484.0,39,True
1601,199x,17,5,0,2526,1815,139.17,1,Runner-up,14,25.0,2.0,14.0,6,15,3,2,9,3,34808.0,37,True
1600,200x,14,8,0,2142,1862,115.04,4,Finalist,16,24.8,11.0,16.0,6,16,1,1,6,3,32586.0,32,False
1291,197x,17,5,0,2574,2083,123.57,2,Finalist,12,25.9,1.0,12.0,4,12,3,0,10,3,29300.0,37,True
108,199x,16,6,0,2526,1982,127.45,2,Premier,16,25.1,6.0,16.0,7,16,2,0,8,4,37827.0,35,True
624,201x,12,10,0,2035,1934,105.22,9,,18,24.5,11.0,18.0,5,18,3,3,6,2,37872.0,36,True
953,193x,11,7,0,1760,1559,112.89,6,,12,23.6,3.0,12.0,4,12,3,3,3,4,16126.0,39,True
704,193x,10,8,0,1495,1417,105.5,6,,12,24.6,6.0,12.0,6,12,2,2,4,3,15797.0,32,True
1063,199x,9,13,0,2203,2142,102.85,11,,16,23.9,10.0,16.0,10,16,1,2,3,2,42042.0,35,True
846,192x,14,2,0,1272,888,143.24,2,Finalist,9,25.9,5.0,9.0,5,9,3,0,8,4,22360.0,32,True
1238,197x,11,11,0,2194,2002,109.59,7,,12,22.6,6.0,12.0,3,12,1,3,4,1,19114.0,33,True
1057,198x,13,9,0,2323,2207,105.26,7,,12,25.2,3.0,12.0,1,12,2,4,6,3,35406.0,35,True
64,201x,16,6,0,2452,1548,158.4,3,Premier,18,26.3,2.0,18.0,3,18,1,4,8,4,44369.0,33,True
290,196x,13,5,0,1361,1205,112.95,4,Runner-up,12,23.5,8.0,12.0,6,12,6,1,6,2,40654.0,31,True
874,190x,14,3,0,1171,763,153.47,1,Premier,8,24.7,3.0,8.0,1,8,2,1,8,5,29718.0,34,True
796,193x,6,12,0,1205,1558,77.34,10,,12,24.5,10.0,12.0,11,12,3,2,1,2,11485.0,37,True
1514,197x,4,18,0,1574,1989,79.14,12,,12,22.8,8.0,12.0,9,12,0,5,2,1,13675.0,41,True
245,192x,12,6,0,1408,1184,118.92,5,,12,25.6,8.0,12.0,6,12,3,4,6,4,19554.0,30,False
230,198x,17,5,0,2240,1705,131.38,2,Finalist,14,24.7,6.0,14.0,1,14,2,2,7,2,31244.0,37,True
151,197x,10,11,1,2170,2141,101.35,7,,12,23.5,5.0,12.0,11,12,0,1,4,3,16729.0,33,True
1510,198x,13,9,0,2068,2063,100.24,4,Finalist,12,24.0,9.0,12.0,11,14,6,1,5,4,22329.0,39,True
383,195x,9,9,0,1592,1412,112.75,7,,12,23.2,6.0,12.0,5,12,2,7,3,4,16734.0,37,True
1420,190x,13,4,0,885,625,141.6,2,Runner-up,8,25.7,2.0,8.0,6,8,6,1,8,4,22437.0,33,True
123,197x,18,4,0,2333,1709,136.51,1,Runner-up,12,22.2,1.0,12.0,4,12,6,3,7,4,36843.0,37,True
1612,200x,16,6,0,2443,1909,127.97,3,Finalist,16,24.0,11.0,16.0,4,16,1,2,6,2,38209.0,34,True
1217,201x,10,12,0,1776,1761,100.85,11,,18,26.0,12.0,18.0,18,18,1,2,5,1,35833.0,36,False
257,193x,4,14,0,1274,1679,75.88,11,,12,24.3,12.0,12.0,12,12,2,4,0,1,10534.0,38,True
1560,192x,10,6,0,1232,1092,112.82,4,Finalist,9,25.6,1.0,9.0,7,9,4,4,3,4,24669.0,32,True
1310,201x,15,7,0,1972,1642,120.1,4,Finalist,18,25.6,12.0,18.0,9,18,6,2,7,3,40678.0,36,True
1022,198x,7,15,0,2068,2670,77.45,11,,12,24.3,7.0,12.0,10,12,1,0,1,0,14355.0,39,False
9,196x,12,6,0,1465,1102,132.94,4,Premier,12,23.8,3.0,12.0,4,12,2,2,6,4,35121.0,31,True
461,201x,9,13,0,1910,1998,95.6,12,,18,24.4,12.0,18.0,13,18,1,2,3,2,44191.0,39,True
1011,198x,17,5,0,2576,2128,121.05,2,Finalist,12,25.3,1.0,12.0,1,12,3,2,8,3,33689.0,32,True
725,201x,8,14,0,1713,2155,79.49,13,,18,24.4,5.0,18.0,3,18,2,4,2,1,40961.0,41,True
262,193x,13,4,1,1915,1571,121.9,4,Finalist,12,24.7,6.0,12.0,2,12,4,3,6,2,19465.0,34,True
905,200x,5,16,1,1785,2271,78.6,15,,16,24.0,15.0,16.0,11,16,1,6,1,0,26596.0,35,True
608,197x,12,10,0,1949,1903,102.42,5,,12,22.9,3.0,12.0,10,12,2,2,4,2,23032.0,33,True
399,194x,1,17,1,1221,2079,58.73,12,,12,24.4,11.0,12.0,12,12,1,3,1,0,10266.0,47,True
1478,192x,5,11,0,1098,1301,84.4,7,,9,25.5,8.0,9.0,4,9,1,3,1,3,2732.0,30,True
1301,194x,2,12,0,1120,1474,75.98,10,,11,23.1,5.0,12.0,10,11,0,3,1,1,6071.0,39,True
572,197x,3,17,2,1966,2676,73.47,12,,12,24.2,9.0,12.0,6,12,1,3,2,0,17302.0,38,True
933,193x,2,16,0,1392,1806,77.08,12,,12,24.5,6.0,12.0,10,12,1,4,0,1,12554.0,37,True
1393,196x,14,4,0,1690,1213,139.32,2,Finalist,12,22.8,6.0,12.0,2,12,1,2,8,2,36942.0,33,True
964,196x,14,4,0,1641,1149,142.82,2,Premier,12,23.0,1.0,12.0,5,12,3,1,5,4,39069.0,33,True
472,191x,9,8,1,1110,1100,100.91,6,,10,25.1,2.0,10.0,1,10,1,2,4,2,10016.0,36,True
740,199x,13,9,0,2172,1763,123.2,5,Premier,16,24.6,4.0,16.0,13,16,3,5,5,4,38642.0,38,False
